Date,Year,Month,Temp_High_C,Temp_Avg_C,Temp_Low_C,DewPoint_High_C,DewPoint_Avg_C,DewPoint_Low_C,Humidity_High_pct,Humidity_Avg_pct,Humidity_Low_pct,WindSpeed_High_kmh,WindSpeed_Avg_kmh,WindSpeed_Low_kmh,Pressure_High_hPa,Pressure_Low_hPa,Precip_Total_mm
16/12/2024,2024,12,32.89,25.83,19.39,22.22,19.78,17.89,93.0,71.0,49.0,17.7,2.57,0.0,966.48,963.43,0.0
17/12/2024,2024,12,34.72,26.06,21.0,23.5,21.11,19.11,93.0,76.0,43.0,10.78,0.64,0.0,965.8,961.06,0.0
18/12/2024,2024,12,30.39,24.0,18.78,24.89,21.11,15.28,99.0,85.0,63.0,14.32,1.13,0.0,967.15,961.4,16.26
19/12/2024,2024,12,31.22,22.94,16.78,18.5,15.11,12.61,82.0,63.0,42.0,11.91,1.29,0.0,968.51,965.12,0.0
20/12/2024,2024,12,31.72,22.61,12.5,18.61,15.33,12.22,99.0,67.0,38.0,10.46,0.32,0.0,967.49,962.07,0.0
21/12/2024,2024,12,34.5,24.94,16.11,19.28,17.11,15.11,99.0,66.0,34.0,14.81,0.48,0.0,965.8,961.06,0.0
22/12/2024,2024,12,37.11,27.22,17.61,19.78,16.83,14.0,95.0,57.0,27.0,8.69,0.32,0.0,964.44,959.03,0.0
23/12/2024,2024,12,36.5,26.72,16.11,19.28,13.61,3.72,88.0,50.0,21.0,19.15,2.25,0.0,962.75,956.99,0.0
24/12/2024,2024,12,33.39,22.39,8.78,17.72,6.22,-1.0,82.0,42.0,15.0,18.67,2.09,0.0,967.83,961.06,0.0
25/12/2024,2024,12,34.11,24.78,14.78,17.28,13.67,9.78,89.0,56.0,24.0,9.66,0.97,0.0,970.88,967.15,0.0
26/12/2024,2024,12,35.78,25.83,15.5,17.0,14.89,11.89,97.0,57.0,25.0,10.14,0.97,0.0,971.89,965.8,0.0
27/12/2024,2024,12,38.61,27.28,18.28,22.78,17.94,16.11,99.0,62.0,31.0,22.69,1.77,0.0,967.49,960.38,13.72
28/12/2024,2024,12,37.11,27.89,20.22,22.39,18.61,10.5,99.0,63.0,29.0,17.22,1.61,0.0,965.8,961.4,0.0
29/12/2024,2024,12,37.61,27.06,15.11,22.39,15.17,9.28,97.0,57.0,20.0,19.47,1.45,0.0,969.52,964.11,0.0
30/12/2024,2024,12,32.22,22.78,17.72,21.78,19.72,16.61,99.0,85.0,51.0,27.68,0.97,0.0,971.22,967.15,21.08
31/12/2024,2024,12,32.61,23.17,18.0,21.28,19.33,17.11,99.0,82.0,45.0,12.55,0.8,0.0,969.18,964.44,19.05
01/01/2025,2025,1,26.5,21.78,17.72,20.11,18.78,17.5,99.0,84.0,61.0,9.01,0.16,0.0,969.18,965.46,0.0
02/01/2025,2025,1,30.78,23.0,18.5,19.89,17.94,14.72,97.0,75.0,46.0,15.13,0.64,0.0,971.56,965.8,0.0
03/01/2025,2025,1,31.72,23.22,15.72,18.28,16.33,14.28,97.0,68.0,37.0,11.59,1.13,0.0,973.25,968.17,0.0
04/01/2025,2025,1,32.22,23.61,16.0,18.72,16.72,14.0,99.0,69.0,38.0,11.91,0.64,0.0,973.25,969.18,0.0
05/01/2025,2025,1,33.5,24.28,14.89,18.22,15.89,14.11,98.0,63.0,33.0,11.1,0.64,0.0,973.59,969.52,0.0
06/01/2025,2025,1,34.0,24.94,15.39,18.39,15.89,13.5,99.0,62.0,31.0,9.66,0.64,0.0,973.59,968.51,0.0
07/01/2025,2025,1,35.28,25.0,17.22,18.5,16.44,14.89,94.0,63.0,33.0,16.9,1.29,0.0,971.89,966.48,0.0
08/01/2025,2025,1,29.39,21.44,17.72,20.61,18.44,16.5,99.0,84.0,57.0,10.46,0.48,0.0,971.56,965.46,0.76
09/01/2025,2025,1,31.0,22.28,18.0,24.72,19.5,17.61,99.0,86.0,55.0,12.23,0.97,0.0,968.85,963.77,17.53
10/01/2025,2025,1,26.28,20.72,17.89,21.39,19.44,17.72,99.0,93.0,70.0,14.32,0.97,0.0,968.51,965.12,43.43
11/01/2025,2025,1,28.0,21.28,17.5,22.61,19.28,17.28,99.0,89.0,63.0,8.69,0.32,0.0,966.48,962.41,2.54
12/01/2025,2025,1,31.61,22.94,17.5,21.5,19.0,17.28,99.0,81.0,50.0,11.59,0.48,0.0,965.46,960.38,20.07
13/01/2025,2025,1,32.5,23.89,18.0,23.78,19.78,17.11,99.0,80.0,47.0,15.13,0.32,0.0,964.78,960.38,2.29
14/01/2025,2025,1,35.5,26.17,19.0,23.5,20.61,18.78,99.0,74.0,44.0,8.69,0.32,0.0,965.12,959.7,0.0
15/01/2025,2025,1,35.39,27.44,21.28,22.89,20.94,18.28,96.0,70.0,37.0,17.22,1.13,0.0,963.09,954.96,0.0
16/01/2025,2025,1,32.89,26.83,18.39,21.39,14.83,5.0,93.0,52.0,21.0,27.04,3.86,0.0,960.38,953.95,0.0
17/01/2025,2025,1,31.11,22.17,11.28,15.0,12.11,5.0,91.0,56.0,32.0,18.02,1.61,0.0,962.07,958.01,0.0
18/01/2025,2025,1,31.39,21.89,13.89,21.11,16.44,12.72,95.0,73.0,42.0,9.66,0.48,0.0,965.12,960.04,0.0
19/01/2025,2025,1,31.72,23.33,15.61,19.0,16.5,14.11,94.0,67.0,42.0,11.91,0.8,0.0,966.81,963.77,0.0
20/01/2025,2025,1,32.72,23.44,16.28,17.5,14.83,11.89,81.0,61.0,34.0,10.78,0.32,0.0,966.81,962.75,0.0
21/01/2025,2025,1,36.5,25.78,17.89,21.72,17.0,12.28,96.0,63.0,27.0,9.66,0.48,0.0,967.15,962.75,0.0
22/01/2025,2025,1,39.5,29.22,20.39,22.72,18.17,13.39,98.0,58.0,23.0,9.66,0.48,0.0,965.46,960.72,0.0
23/01/2025,2025,1,39.28,28.11,22.39,26.22,20.22,16.89,96.0,65.0,29.0,13.04,0.97,0.0,962.41,958.01,6.35
24/01/2025,2025,1,37.0,27.56,18.78,24.61,17.33,8.61,95.0,61.0,19.0,20.6,2.74,0.0,965.12,958.01,0.0
25/01/2025,2025,1,36.22,26.72,20.28,22.28,20.06,18.28,91.0,70.0,40.0,12.55,1.13,0.0,967.83,963.43,0.0
26/01/2025,2025,1,35.78,26.83,19.5,22.89,20.28,18.39,95.0,70.0,43.0,13.68,0.97,0.0,969.52,964.78,0.0
27/01/2025,2025,1,35.61,27.28,21.5,21.28,19.89,19.0,87.0,66.0,40.0,14.81,1.13,0.0,971.22,967.49,0.0
28/01/2025,2025,1,37.39,27.72,18.28,21.89,19.72,18.0,99.0,65.0,36.0,11.91,0.48,0.0,971.22,965.8,0.0
29/01/2025,2025,1,38.5,28.61,19.89,21.89,18.89,15.78,90.0,60.0,30.0,11.91,0.64,0.0,969.86,963.43,0.0
30/01/2025,2025,1,36.28,27.61,20.22,20.78,19.33,17.61,94.0,64.0,37.0,14.32,1.13,0.0,967.83,962.75,0.0
31/01/2025,2025,1,37.11,26.83,19.39,23.28,19.72,17.39,99.0,69.0,35.0,11.59,0.97,0.0,969.52,964.78,14.48
01/02/2025,2025,2,33.28,26.0,19.72,21.78,19.61,15.78,99.0,71.0,45.0,15.13,1.61,0.0,971.89,967.83,0.0
02/02/2025,2025,2,31.11,24.0,18.89,18.28,16.33,14.72,82.0,64.0,39.0,13.36,1.61,0.0,971.89,968.17,0.0
03/02/2025,2025,2,34.0,25.78,19.0,19.0,17.67,15.78,92.0,64.0,37.0,13.36,1.61,0.0,970.2,966.48,0.0
04/02/2025,2025,2,30.28,24.28,21.0,22.39,19.22,17.39,85.0,74.0,53.0,10.14,0.48,0.0,969.52,965.8,0.76
05/02/2025,2025,2,28.39,23.5,17.89,21.0,18.78,16.72,94.0,76.0,56.0,0.0,0.0,0.0,968.17,964.44,0.0
06/02/2025,2025,2,34.89,24.11,14.72,20.0,17.28,14.5,99.0,71.0,32.0,10.78,0.48,0.0,968.17,963.77,0.0
07/02/2025,2025,2,33.78,24.61,15.11,18.72,16.89,13.22,99.0,67.0,34.0,11.91,0.64,0.0,967.49,962.41,0.0
08/02/2025,2025,2,34.89,24.94,15.89,18.89,16.39,13.61,99.0,64.0,32.0,9.66,0.48,0.0,965.8,960.72,0.0
09/02/2025,2025,2,35.0,25.83,17.39,20.0,17.67,15.11,98.0,65.0,34.0,9.66,0.8,0.0,966.14,961.4,0.0
10/02/2025,2025,2,35.5,26.28,18.28,21.11,18.72,16.5,98.0,67.0,35.0,11.1,0.8,0.0,967.15,962.07,0.0
11/02/2025,2025,2,36.72,27.06,19.39,22.11,18.22,16.61,96.0,62.0,33.0,11.1,0.97,0.0,966.81,961.73,1.27
12/02/2025,2025,2,31.11,24.56,19.0,22.22,20.17,18.11,96.0,78.0,54.0,10.78,0.8,0.0,967.15,962.41,0.0
13/02/2025,2025,2,31.61,24.44,19.78,22.0,20.11,18.5,99.0,79.0,50.0,11.91,0.8,0.0,967.49,962.41,4.06
14/02/2025,2025,2,35.39,26.33,18.39,21.72,19.72,17.39,99.0,70.0,42.0,10.78,0.97,0.0,964.44,958.01,7.62
15/02/2025,2025,2,32.0,24.56,17.28,23.78,20.5,14.22,99.0,80.0,57.0,17.22,2.09,0.0,960.72,956.99,5.08
16/02/2025,2025,2,29.11,20.39,10.28,14.89,9.72,5.22,95.0,56.0,23.0,22.37,2.74,0.0,967.83,959.03,0.0
17/02/2025,2025,2,32.0,21.39,8.61,17.78,14.22,7.0,95.0,67.0,37.0,13.68,0.48,0.0,970.54,966.48,0.0
18/02/2025,2025,2,32.72,23.06,15.72,19.22,16.11,13.0,98.0,69.0,32.0,14.81,0.32,0.0,970.2,964.44,0.0
19/02/2025,2025,2,33.22,24.56,19.0,20.5,18.0,14.89,93.0,70.0,35.0,16.9,0.64,0.0,968.85,964.78,0.0
20/02/2025,2025,2,33.28,24.06,16.39,19.61,16.89,14.39,99.0,67.0,40.0,13.04,0.64,0.0,973.93,967.83,0.0
21/02/2025,2025,2,32.11,23.94,15.22,16.89,14.56,11.89,93.0,60.0,30.0,15.13,1.29,0.0,976.3,972.57,0.0
22/02/2025,2025,2,32.61,23.67,15.61,17.61,14.89,11.89,94.0,62.0,29.0,13.36,1.13,0.0,976.63,972.57,0.0
23/02/2025,2025,2,34.11,23.83,14.0,17.89,15.0,12.72,95.0,61.0,31.0,9.66,0.48,0.0,974.6,970.88,0.0
24/02/2025,2025,2,36.5,25.56,14.11,19.72,15.33,7.89,99.0,60.0,26.0,10.78,0.48,0.0,974.6,970.54,0.0
25/02/2025,2025,2,35.22,25.28,15.0,19.28,16.06,13.0,99.0,62.0,28.0,11.1,0.64,0.0,975.96,971.89,0.0
26/02/2025,2025,2,35.0,25.83,18.61,19.22,17.0,15.22,86.0,61.0,35.0,14.32,0.97,0.0,975.28,970.54,0.0
27/02/2025,2025,2,35.5,24.89,13.39,17.78,15.0,11.0,99.0,60.0,27.0,14.32,0.64,0.0,973.25,968.85,0.0
28/02/2025,2025,2,36.5,25.56,14.28,17.0,15.5,13.28,99.0,59.0,30.0,11.59,0.48,0.0,972.23,967.15,0.0
01/03/2025,2025,3,35.89,25.67,14.78,17.61,15.17,12.11,96.0,57.0,26.0,12.23,0.64,0.0,970.2,966.14,0.0
02/03/2025,2025,3,35.89,25.5,16.39,17.22,15.17,11.28,95.0,59.0,23.0,10.78,0.8,0.0,968.51,963.43,0.0
03/03/2025,2025,3,36.72,25.44,13.78,17.61,15.22,11.89,99.0,60.0,25.0,12.23,0.97,0.0,968.51,963.43,0.0
04/03/2025,2025,3,35.72,24.17,12.72,18.22,15.67,12.28,98.0,63.0,29.0,10.78,0.8,0.0,970.2,966.14,0.0
05/03/2025,2025,3,32.5,25.11,17.89,17.0,15.83,14.0,79.0,58.0,38.0,16.25,1.13,0.0,969.52,964.11,0.0
06/03/2025,2025,3,34.11,25.72,18.5,19.28,17.28,15.39,83.0,61.0,37.0,14.0,1.29,0.0,966.48,963.09,0.0
07/03/2025,2025,3,27.72,23.06,19.78,20.11,17.94,16.39,87.0,74.0,55.0,26.23,2.74,0.0,965.8,963.09,1.02
08/03/2025,2025,3,30.39,24.61,20.89,21.39,19.17,17.61,83.0,72.0,52.0,15.13,1.61,0.0,969.52,963.43,0.0
09/03/2025,2025,3,26.28,22.33,19.22,20.61,19.0,18.0,99.0,82.0,68.0,20.6,2.74,0.0,971.22,967.49,2.03
10/03/2025,2025,3,26.11,21.11,19.22,23.5,20.39,19.0,99.0,96.0,83.0,13.04,1.45,0.0,972.23,968.17,11.43
11/03/2025,2025,3,24.72,21.5,19.89,20.89,19.33,18.11,96.0,88.0,74.0,10.78,1.45,0.0,973.59,970.2,0.0
12/03/2025,2025,3,30.78,23.44,17.89,20.28,18.44,16.0,99.0,76.0,47.0,9.33,0.64,0.0,974.94,970.88,0.0
13/03/2025,2025,3,30.61,22.83,15.89,19.39,17.28,15.72,99.0,73.0,46.0,9.33,0.48,0.0,974.94,970.88,0.0
14/03/2025,2025,3,33.0,23.67,15.28,18.78,16.5,14.61,99.0,68.0,37.0,9.66,0.32,0.0,976.3,972.57,0.0
15/03/2025,2025,3,33.11,23.5,14.61,18.61,16.56,14.39,99.0,69.0,35.0,8.21,0.48,0.0,976.97,971.89,0.0
16/03/2025,2025,3,34.5,22.94,14.11,19.22,14.28,10.61,99.0,65.0,24.0,11.91,0.32,0.0,973.59,967.15,0.0
17/03/2025,2025,3,36.89,25.06,15.39,20.72,16.94,13.78,99.0,66.0,27.0,11.59,0.97,0.0,972.91,966.48,0.0
18/03/2025,2025,3,31.72,22.89,17.0,18.89,16.56,14.78,87.0,69.0,44.0,12.23,1.45,0.0,975.96,972.23,0.0
19/03/2025,2025,3,29.89,21.89,15.39,17.11,15.5,14.11,94.0,69.0,42.0,9.66,0.48,0.0,977.31,973.25,0.0
20/03/2025,2025,3,32.22,22.67,14.78,20.89,18.0,14.28,99.0,77.0,48.0,11.59,0.8,0.0,975.96,971.22,0.0
21/03/2025,2025,3,33.22,24.72,16.89,20.89,19.17,16.61,99.0,74.0,44.0,10.14,0.48,0.0,972.91,967.83,0.0
22/03/2025,2025,3,34.61,26.33,19.89,22.0,20.28,18.28,99.0,72.0,40.0,12.55,0.64,0.0,971.22,966.81,0.51
23/03/2025,2025,3,31.0,24.33,20.5,22.61,20.67,18.39,99.0,81.0,55.0,7.89,0.16,0.0,972.91,969.18,4.83
24/03/2025,2025,3,27.11,21.5,18.72,22.22,19.78,18.5,99.0,91.0,63.0,7.24,0.32,0.0,972.91,969.18,9.14
25/03/2025,2025,3,23.5,19.67,17.61,20.22,18.67,17.39,99.0,94.0,74.0,9.66,0.48,0.0,973.93,969.86,3.05
26/03/2025,2025,3,22.5,18.61,16.11,20.22,17.94,15.89,99.0,96.0,83.0,9.01,0.8,0.0,972.57,969.86,18.29
27/03/2025,2025,3,19.89,17.83,16.22,19.28,17.61,16.0,99.0,99.0,93.0,11.59,0.8,0.0,972.23,969.52,30.48
28/03/2025,2025,3,22.0,19.67,17.61,20.22,18.56,17.39,99.0,94.0,80.0,9.66,0.97,0.0,970.88,966.48,4.83
29/03/2025,2025,3,29.72,22.72,19.78,24.78,21.22,19.22,99.0,92.0,67.0,19.79,0.97,0.0,967.15,961.06,2.79
30/03/2025,2025,3,28.5,22.06,16.89,21.5,19.67,16.72,99.0,88.0,62.0,18.67,1.45,0.0,964.78,961.73,0.25
31/03/2025,2025,3,30.0,21.67,14.5,21.0,17.83,14.28,99.0,82.0,48.0,9.66,0.32,0.0,964.78,961.73,0.0
01/04/2025,2025,4,27.61,22.39,18.5,20.0,18.39,16.61,93.0,79.0,60.0,7.89,0.48,0.0,966.14,962.41,0.0
02/04/2025,2025,4,20.0,18.94,18.11,19.22,18.28,17.28,99.0,96.0,87.0,8.21,0.64,0.0,963.77,958.69,30.48
03/04/2025,2025,4,23.11,19.0,13.89,21.22,18.33,13.72,99.0,96.0,81.0,14.0,0.97,0.0,968.17,961.4,1.02
04/04/2025,2025,4,27.72,18.78,11.22,19.72,15.78,11.0,99.0,85.0,55.0,8.69,0.48,0.0,970.54,966.48,0.0
05/04/2025,2025,4,26.72,18.94,10.61,19.89,13.44,10.28,99.0,75.0,38.0,18.02,1.77,0.0,972.91,969.18,0.0
06/04/2025,2025,4,29.39,17.44,8.11,18.39,13.06,7.89,99.0,80.0,39.0,10.46,0.16,0.0,974.26,970.88,0.0
07/04/2025,2025,4,27.22,16.28,7.39,14.0,9.89,7.0,99.0,73.0,29.0,21.24,0.8,0.0,974.94,971.89,0.0
08/04/2025,2025,4,29.39,18.78,7.39,17.72,12.89,7.22,99.0,73.0,38.0,9.01,0.32,0.0,976.63,972.57,0.0
09/04/2025,2025,4,28.61,19.56,12.61,16.89,14.11,12.11,99.0,74.0,41.0,10.46,0.32,0.0,976.97,972.57,0.0
10/04/2025,2025,4,28.61,19.17,12.0,16.22,14.06,11.78,99.0,76.0,43.0,9.66,0.32,0.0,975.96,972.23,0.0
11/04/2025,2025,4,29.22,20.33,12.5,18.11,14.72,12.28,99.0,74.0,39.0,9.01,0.16,0.0,977.99,974.26,0.0
12/04/2025,2025,4,28.78,20.67,15.22,18.39,16.39,14.61,99.0,79.0,50.0,10.78,0.64,0.0,980.36,976.3,0.0
13/04/2025,2025,4,26.72,19.28,12.22,17.78,14.94,11.61,99.0,78.0,48.0,11.91,0.48,0.0,979.68,976.3,0.0
14/04/2025,2025,4,28.28,18.72,9.61,16.78,13.89,9.39,99.0,77.0,45.0,11.59,0.32,0.0,977.65,973.59,0.0
15/04/2025,2025,4,27.11,18.5,10.78,17.0,14.17,10.61,99.0,78.0,48.0,9.33,0.32,0.0,975.96,971.56,0.0
16/04/2025,2025,4,27.0,16.39,7.89,15.89,11.11,7.61,99.0,75.0,36.0,12.23,0.32,0.0,972.91,967.49,0.0
17/04/2025,2025,4,27.72,15.56,5.39,14.28,9.78,5.22,99.0,74.0,36.0,12.55,0.32,0.0,968.85,964.78,0.0
18/04/2025,2025,4,28.89,17.33,8.78,17.28,11.61,7.78,99.0,74.0,35.0,10.46,0.32,0.0,968.51,965.12,0.0
19/04/2025,2025,4,30.39,18.39,8.78,18.22,11.89,8.61,99.0,71.0,33.0,9.66,0.16,0.0,969.86,966.14,0.0
20/04/2025,2025,4,29.78,20.33,13.89,18.0,14.11,11.0,96.0,70.0,40.0,10.46,0.16,0.0,970.88,967.83,0.0
21/04/2025,2025,4,27.11,18.33,13.28,20.61,15.78,12.5,99.0,86.0,60.0,16.25,0.64,0.0,970.2,966.14,3.81
22/04/2025,2025,4,22.89,13.83,6.39,13.0,9.06,6.22,99.0,77.0,42.0,18.67,1.29,0.0,969.86,966.48,0.25
23/04/2025,2025,4,26.5,16.22,5.11,15.78,11.11,4.89,99.0,76.0,42.0,11.1,0.16,0.0,971.89,967.49,0.0
24/04/2025,2025,4,25.39,17.61,10.72,18.22,14.61,10.5,99.0,85.0,53.0,10.46,0.64,0.0,972.57,969.18,3.05
25/04/2025,2025,4,26.72,19.0,14.22,19.22,15.72,13.61,99.0,83.0,55.0,10.14,0.48,0.0,971.22,966.81,1.27
26/04/2025,2025,4,26.5,17.94,12.22,17.89,14.83,12.0,99.0,84.0,54.0,11.91,0.16,0.0,969.18,964.78,0.0
27/04/2025,2025,4,23.39,17.0,11.78,16.78,13.72,11.61,99.0,83.0,56.0,18.67,2.09,0.0,967.15,964.11,1.02
28/04/2025,2025,4,23.72,16.78,9.72,15.0,13.06,9.39,99.0,80.0,55.0,21.89,3.38,0.0,969.18,965.46,0.0
29/04/2025,2025,4,28.72,16.28,7.72,17.22,12.17,7.5,99.0,80.0,45.0,13.04,0.32,0.0,971.22,967.49,0.0
30/04/2025,2025,4,26.89,15.72,6.72,18.11,10.61,6.5,99.0,76.0,41.0,19.47,0.8,0.0,973.59,970.2,0.0
01/05/2025,2025,5,25.28,15.44,6.11,14.0,9.67,5.89,99.0,73.0,36.0,9.33,0.32,0.0,977.65,972.91,0.0
02/05/2025,2025,5,24.39,14.5,4.61,12.61,9.44,4.39,99.0,75.0,43.0,14.32,0.8,0.0,982.05,976.97,0.0
03/05/2025,2025,5,24.39,15.78,8.61,13.89,11.22,8.22,99.0,77.0,47.0,14.32,0.97,0.0,983.41,980.36,0.0
04/05/2025,2025,5,25.5,17.0,11.11,15.0,12.78,10.39,98.0,79.0,47.0,13.68,1.13,0.0,983.41,979.68,0.0
05/05/2025,2025,5,26.72,17.11,10.28,15.22,12.44,10.0,99.0,78.0,42.0,10.46,0.48,0.0,981.04,976.3,0.0
06/05/2025,2025,5,27.61,16.22,8.72,16.11,12.33,8.5,99.0,80.0,41.0,9.66,0.32,0.0,977.99,974.26,0.0
07/05/2025,2025,5,27.22,15.78,7.22,15.5,10.39,7.0,99.0,75.0,38.0,11.1,0.32,0.0,975.96,971.89,0.0
08/05/2025,2025,5,27.0,16.22,6.22,14.28,10.06,6.0,99.0,71.0,37.0,14.0,0.64,0.0,977.31,973.25,0.0
09/05/2025,2025,5,26.0,16.61,9.28,13.89,11.11,8.5,98.0,73.0,38.0,13.68,0.64,0.0,980.36,976.63,0.0
10/05/2025,2025,5,23.89,16.28,10.39,13.72,11.83,9.61,97.0,77.0,48.0,14.81,1.45,0.0,980.02,976.3,0.0
11/05/2025,2025,5,25.28,15.78,7.22,13.89,11.28,7.0,99.0,77.0,44.0,12.23,0.64,0.0,978.67,974.6,0.0
12/05/2025,2025,5,27.11,17.39,9.89,16.0,13.28,9.72,99.0,80.0,47.0,10.14,0.64,0.0,977.31,973.59,0.0
13/05/2025,2025,5,26.72,17.17,9.61,16.28,13.33,9.39,99.0,81.0,48.0,10.78,0.48,0.0,976.63,972.57,0.0
14/05/2025,2025,5,24.5,17.61,14.11,16.78,15.17,13.89,99.0,87.0,56.0,8.21,0.32,0.0,974.6,970.54,2.29
15/05/2025,2025,5,22.22,16.67,14.0,16.78,15.61,13.78,99.0,94.0,69.0,6.44,0.16,0.0,972.23,969.52,0.76
16/05/2025,2025,5,22.0,16.44,12.89,17.72,15.56,12.72,99.0,95.0,75.0,9.33,0.32,0.0,972.23,968.17,24.38
17/05/2025,2025,5,20.28,14.78,9.61,16.61,13.94,9.39,99.0,95.0,75.0,13.04,0.97,0.0,970.54,966.81,0.25
18/05/2025,2025,5,23.89,15.33,8.61,17.22,11.94,7.78,99.0,82.0,58.0,14.32,1.13,0.0,973.25,968.85,0.0
19/05/2025,2025,5,23.28,12.61,5.61,13.28,9.0,5.28,99.0,81.0,51.0,9.33,0.32,0.0,974.6,971.89,0.0
20/05/2025,2025,5,24.0,12.5,3.61,14.11,8.44,3.39,99.0,81.0,42.0,8.21,0.16,0.0,975.62,972.23,0.0
21/05/2025,2025,5,25.5,13.72,7.39,15.78,10.83,7.22,99.0,85.0,49.0,7.89,0.16,0.0,974.6,970.54,0.0
22/05/2025,2025,5,22.72,13.17,5.72,14.61,9.33,5.5,99.0,81.0,42.0,15.77,1.13,0.0,970.88,966.48,0.0
23/05/2025,2025,5,20.39,11.28,3.22,14.22,9.11,3.0,99.0,88.0,59.0,13.68,1.13,0.0,971.56,967.83,0.0
24/05/2025,2025,5,26.5,15.0,8.28,13.61,10.83,8.0,99.0,80.0,44.0,14.32,0.48,0.0,973.93,968.85,0.0
25/05/2025,2025,5,28.11,16.33,7.5,16.61,12.06,7.28,99.0,79.0,47.0,15.45,0.32,0.0,974.94,971.56,0.0
26/05/2025,2025,5,30.61,19.28,10.0,17.28,13.06,9.78,99.0,72.0,35.0,11.59,0.32,0.0,974.6,969.18,0.0
27/05/2025,2025,5,22.28,16.39,11.28,18.28,13.61,7.78,97.0,84.0,71.0,21.89,3.54,0.0,973.25,967.49,0.0
28/05/2025,2025,5,18.28,12.39,3.5,8.0,6.5,2.78,98.0,69.0,47.0,20.6,2.9,0.0,974.6,970.2,0.0
29/05/2025,2025,5,19.89,12.78,6.78,9.61,8.0,6.0,96.0,74.0,48.0,7.24,0.32,0.0,973.59,969.52,0.0
30/05/2025,2025,5,14.0,11.67,6.89,13.78,11.28,6.39,99.0,98.0,91.0,6.92,0.16,0.0,976.3,971.89,10.41
31/05/2025,2025,5,20.28,14.72,11.28,15.39,12.94,11.11,99.0,90.0,69.0,13.36,0.97,0.0,977.65,974.26,5.84
01/06/2025,2025,6,23.0,14.83,6.78,15.39,12.11,6.61,99.0,85.0,59.0,13.04,0.8,0.0,977.65,974.26,0.0
02/06/2025,2025,6,23.39,15.56,10.0,17.11,13.67,9.78,99.0,90.0,62.0,9.01,0.32,0.0,974.94,966.14,52.83
03/06/2025,2025,6,18.72,13.67,10.11,14.22,12.11,9.89,99.0,91.0,70.0,20.6,3.7,0.0,967.83,963.43,0.0
04/06/2025,2025,6,16.89,11.72,6.28,12.0,8.83,4.22,99.0,83.0,61.0,26.23,4.99,0.0,972.91,965.8,0.0
05/06/2025,2025,6,17.61,8.06,0.72,9.11,5.44,0.5,99.0,86.0,54.0,11.91,1.13,0.0,976.63,971.56,0.0
06/06/2025,2025,6,21.89,10.0,1.39,12.28,6.94,1.22,99.0,85.0,46.0,9.01,0.32,0.0,976.97,971.89,0.0
07/06/2025,2025,6,21.11,11.61,2.89,12.89,7.44,2.72,99.0,80.0,40.0,17.7,1.61,0.0,972.23,967.15,0.0
08/06/2025,2025,6,18.5,8.22,0.72,7.78,3.83,0.5,99.0,78.0,41.0,18.02,1.61,0.0,968.85,963.43,0.0
09/06/2025,2025,6,14.78,8.72,2.28,8.89,5.11,0.72,99.0,81.0,47.0,23.34,2.57,0.0,968.85,963.77,1.02
10/06/2025,2025,6,14.72,7.33,-0.89,5.89,3.0,-1.11,99.0,76.0,52.0,18.67,2.57,0.0,970.2,966.14,0.0
11/06/2025,2025,6,14.72,2.39,-3.61,5.78,0.39,-3.78,99.0,89.0,46.0,16.25,0.32,0.0,971.89,968.51,0.0
12/06/2025,2025,6,15.78,4.78,-2.39,7.0,1.11,-2.61,99.0,81.0,42.0,19.47,1.45,0.0,975.28,970.88,0.0
13/06/2025,2025,6,14.72,3.83,-4.11,6.5,0.11,-4.28,99.0,81.0,44.0,21.89,1.77,0.0,975.96,972.91,0.0
14/06/2025,2025,6,15.5,4.72,-2.72,6.89,1.39,-2.89,99.0,83.0,48.0,17.22,1.13,0.0,976.3,972.91,0.0
15/06/2025,2025,6,20.28,5.83,-3.5,9.28,1.5,-3.72,99.0,79.0,36.0,9.66,0.32,0.0,977.31,973.59,0.0
16/06/2025,2025,6,19.39,7.17,-1.89,9.39,2.67,-2.11,99.0,79.0,35.0,6.92,0.16,0.0,979.01,974.94,0.0
17/06/2025,2025,6,16.11,7.72,2.11,8.0,4.94,1.89,99.0,85.0,51.0,6.92,0.0,0.0,978.67,975.62,0.0
18/06/2025,2025,6,18.89,8.22,0.61,8.0,4.72,0.39,99.0,82.0,45.0,8.69,0.16,0.0,979.01,975.28,0.0
19/06/2025,2025,6,21.78,8.44,-0.28,11.39,4.44,-0.5,99.0,81.0,40.0,11.91,0.32,0.0,980.02,976.3,0.0
20/06/2025,2025,6,21.22,10.0,0.5,12.22,6.67,0.28,99.0,83.0,49.0,9.33,0.16,0.0,982.05,978.33,0.0
21/06/2025,2025,6,22.0,11.67,1.0,13.61,8.33,0.78,99.0,82.0,55.0,8.69,0.64,0.0,983.75,979.68,0.0
22/06/2025,2025,6,22.89,12.56,5.39,13.89,10.11,5.22,99.0,87.0,54.0,9.01,0.32,0.0,983.07,978.67,0.0
23/06/2025,2025,6,22.22,14.72,8.39,15.28,12.61,8.22,99.0,88.0,60.0,9.33,0.32,0.0,980.02,973.93,0.0
24/06/2025,2025,6,24.61,16.39,11.0,16.0,13.39,10.78,99.0,84.0,53.0,14.81,0.97,0.0,975.28,968.51,2.54
