Date,Year,Month,Temp_High_C,Temp_Avg_C,Temp_Low_C,DewPoint_High_C,DewPoint_Avg_C,DewPoint_Low_C,Humidity_High_pct,Humidity_Avg_pct,Humidity_Low_pct,WindSpeed_High_kmh,WindSpeed_Avg_kmh,WindSpeed_Low_kmh,Pressure_High_hPa,Pressure_Low_hPa,Precip_Total_mm
08/06/2024,2024,6,17.39,8.83,1.0,10.78,6.72,0.78,99.0,88.0,61.0,19.79,1.77,0.0,972.91,968.85,0.0
09/06/2024,2024,6,18.11,8.06,1.5,10.72,5.72,1.28,99.0,88.0,55.0,16.25,1.45,0.0,975.96,971.56,0.0
10/06/2024,2024,6,17.61,7.17,-0.78,10.61,4.78,-1.0,99.0,87.0,55.0,15.45,1.29,0.0,976.3,972.57,0.0
11/06/2024,2024,6,19.78,7.78,-0.78,11.39,4.22,-1.0,99.0,83.0,42.0,11.91,0.48,0.0,976.3,971.56,0.0
12/06/2024,2024,6,19.89,10.72,0.22,10.0,5.67,0.0,99.0,75.0,47.0,24.14,3.38,0.0,971.89,966.81,0.0
13/06/2024,2024,6,19.5,8.39,0.22,7.0,3.44,-0.11,99.0,76.0,35.0,11.59,0.48,0.0,973.93,969.52,0.0
14/06/2024,2024,6,18.28,7.67,-2.5,8.11,2.5,-2.72,99.0,75.0,37.0,8.69,0.16,0.0,972.91,968.17,0.0
15/06/2024,2024,6,17.5,8.44,0.89,9.5,4.17,0.5,99.0,79.0,33.0,17.22,1.13,0.0,969.18,965.46,0.0
16/06/2024,2024,6,16.39,8.33,0.39,8.39,5.22,0.22,99.0,83.0,56.0,15.13,1.45,0.0,970.88,966.48,0.0
17/06/2024,2024,6,13.72,7.72,3.0,6.11,3.83,1.39,99.0,79.0,45.0,21.89,3.7,0.0,971.56,968.17,0.0
18/06/2024,2024,6,15.22,6.39,-0.72,5.5,2.78,-0.89,99.0,81.0,47.0,15.77,2.09,0.0,972.57,968.85,0.0
19/06/2024,2024,6,17.5,5.72,-3.11,7.39,1.44,-3.28,99.0,79.0,35.0,12.23,0.8,0.0,972.91,969.18,0.0
20/06/2024,2024,6,16.78,9.89,2.22,9.61,6.17,1.22,94.0,80.0,47.0,7.56,0.0,0.0,972.91,969.86,0.25
21/06/2024,2024,6,17.22,10.83,2.78,12.61,9.11,2.61,99.0,90.0,68.0,10.14,0.48,0.0,975.62,970.2,0.0
22/06/2024,2024,6,16.89,7.17,0.11,9.61,3.28,-0.22,99.0,81.0,42.0,14.0,0.64,0.0,977.65,973.25,0.0
23/06/2024,2024,6,18.28,5.67,-3.11,8.28,2.39,-3.28,99.0,83.0,45.0,12.23,0.48,0.0,975.62,971.89,0.0
24/06/2024,2024,6,21.28,9.11,-1.61,12.72,5.28,-1.78,99.0,81.0,47.0,9.66,0.16,0.0,974.26,970.2,0.0
25/06/2024,2024,6,23.11,11.83,3.0,13.89,8.89,2.78,99.0,85.0,46.0,11.1,0.32,0.0,975.96,972.57,0.0
26/06/2024,2024,6,24.0,14.56,7.61,14.89,11.06,7.0,99.0,82.0,47.0,11.1,0.48,0.0,976.97,972.91,0.0
27/06/2024,2024,6,21.72,12.22,5.61,17.28,10.67,5.39,99.0,91.0,65.0,9.66,0.16,0.0,976.97,973.25,0.51
28/06/2024,2024,6,24.5,12.22,2.78,15.78,8.89,2.61,99.0,83.0,43.0,9.66,0.16,0.0,977.99,974.94,0.25
29/06/2024,2024,6,22.39,15.06,9.28,15.89,12.89,9.11,99.0,88.0,64.0,15.77,0.48,0.0,977.65,973.59,0.0
30/06/2024,2024,6,23.5,16.56,12.28,18.72,15.17,12.11,99.0,92.0,68.0,15.13,1.61,0.0,973.59,968.51,5.59
01/07/2024,2024,7,14.78,11.17,7.72,14.61,10.67,7.5,99.0,97.0,88.0,9.66,0.97,0.0,975.62,969.86,1.27
02/07/2024,2024,7,15.78,11.67,8.28,13.5,10.94,8.11,99.0,95.0,83.0,9.66,0.48,0.0,977.65,973.59,2.03
03/07/2024,2024,7,17.89,12.22,8.78,12.39,10.28,8.5,99.0,89.0,65.0,12.23,0.97,0.0,980.36,976.3,1.02
04/07/2024,2024,7,19.39,11.67,4.5,11.11,7.83,4.11,99.0,80.0,43.0,12.23,0.8,0.0,982.05,978.67,0.0
05/07/2024,2024,7,20.5,9.78,0.5,11.22,6.39,0.28,99.0,82.0,50.0,14.0,0.64,0.0,984.42,980.36,0.0
06/07/2024,2024,7,19.78,12.61,4.89,10.72,8.56,4.72,99.0,78.0,52.0,16.58,1.45,0.0,984.42,981.38,0.0
07/07/2024,2024,7,20.22,12.61,7.11,11.22,8.94,6.89,99.0,81.0,52.0,13.68,1.13,0.0,983.07,978.33,0.0
08/07/2024,2024,7,18.22,12.83,6.5,13.22,10.78,6.28,99.0,88.0,71.0,9.66,0.8,0.0,979.68,974.94,0.0
09/07/2024,2024,7,17.78,14.61,12.78,16.5,14.06,12.5,99.0,97.0,88.0,8.69,0.48,0.0,976.63,973.25,15.75
10/07/2024,2024,7,17.89,10.61,2.89,13.11,7.83,2.72,99.0,86.0,51.0,19.47,1.29,0.0,977.31,973.25,0.0
11/07/2024,2024,7,21.0,9.17,0.11,13.72,6.5,-0.11,99.0,87.0,44.0,9.01,0.16,0.0,975.96,969.18,0.0
12/07/2024,2024,7,20.39,10.89,2.89,14.28,7.0,2.72,99.0,81.0,41.0,19.15,1.13,0.0,969.52,964.11,0.0
13/07/2024,2024,7,15.61,9.61,4.78,9.22,7.5,4.61,99.0,88.0,58.0,23.82,3.86,0.0,969.52,964.44,0.0
14/07/2024,2024,7,14.61,8.67,3.22,7.5,5.44,2.11,99.0,82.0,57.0,18.02,2.9,0.0,969.86,965.8,0.0
15/07/2024,2024,7,15.11,5.39,-2.0,7.28,2.78,-2.22,99.0,85.0,54.0,18.67,1.61,0.0,967.49,963.77,0.0
16/07/2024,2024,7,13.78,5.11,-2.22,6.61,1.67,-2.39,99.0,81.0,51.0,21.24,2.41,0.0,967.15,963.09,0.0
17/07/2024,2024,7,9.28,5.89,0.61,6.78,4.39,-0.39,99.0,90.0,79.0,15.13,2.41,0.0,969.18,965.12,0.0
18/07/2024,2024,7,12.11,7.5,2.0,9.61,6.72,1.78,99.0,95.0,75.0,15.77,2.57,0.0,973.25,967.49,4.06
19/07/2024,2024,7,15.28,6.83,-1.0,8.72,4.39,-1.22,99.0,87.0,57.0,17.22,1.61,0.0,975.28,970.54,0.0
20/07/2024,2024,7,19.22,8.67,-1.89,7.5,2.56,-2.11,99.0,70.0,39.0,22.37,2.9,0.0,973.25,967.15,0.0
21/07/2024,2024,7,15.11,6.72,-1.72,5.22,2.17,-1.89,99.0,76.0,45.0,23.34,2.74,0.0,978.33,972.91,0.0
22/07/2024,2024,7,18.28,6.5,-3.0,6.22,2.06,-3.22,99.0,78.0,37.0,12.55,0.32,0.0,980.7,976.97,0.0
23/07/2024,2024,7,21.22,7.5,-2.78,10.22,1.83,-3.0,99.0,75.0,30.0,9.66,0.16,0.0,981.04,976.63,0.0
24/07/2024,2024,7,22.5,10.83,-0.78,11.22,6.0,-1.0,99.0,77.0,40.0,11.1,0.32,0.0,979.34,974.26,0.0
25/07/2024,2024,7,21.11,13.22,5.5,13.78,9.61,5.28,99.0,81.0,53.0,9.66,0.32,0.0,977.65,973.25,0.0
26/07/2024,2024,7,24.5,14.61,7.11,14.72,10.67,6.89,99.0,81.0,43.0,17.22,0.8,0.0,976.63,972.57,0.76
27/07/2024,2024,7,22.28,13.72,7.0,15.78,11.5,6.78,99.0,88.0,58.0,16.58,0.97,0.0,976.3,970.88,14.99
28/07/2024,2024,7,16.0,10.33,4.22,11.22,6.94,1.22,99.0,82.0,48.0,21.89,3.54,0.0,978.33,972.23,4.32
29/07/2024,2024,7,13.78,6.11,-0.78,3.72,0.94,-1.61,99.0,73.0,36.0,22.37,3.22,0.0,981.04,976.97,0.0
30/07/2024,2024,7,16.78,6.0,-3.28,4.28,1.11,-3.5,99.0,76.0,38.0,14.81,0.64,0.0,983.41,979.68,0.0
31/07/2024,2024,7,18.78,6.28,-2.11,9.22,1.33,-2.28,99.0,77.0,34.0,15.13,0.48,0.0,984.76,980.36,0.0
01/08/2024,2024,8,19.39,6.72,-2.61,7.61,1.61,-2.78,99.0,76.0,32.0,10.46,0.32,0.0,983.07,977.99,0.0
02/08/2024,2024,8,19.89,7.06,-2.72,9.11,1.83,-2.89,99.0,76.0,33.0,11.59,0.32,0.0,981.38,976.63,0.0
03/08/2024,2024,8,21.39,9.28,-0.11,8.39,3.56,-0.61,99.0,74.0,32.0,7.24,0.16,0.0,982.05,977.65,0.0
04/08/2024,2024,8,20.89,10.06,0.11,9.89,5.22,-0.11,99.0,76.0,40.0,11.91,0.32,0.0,981.71,976.97,0.0
05/08/2024,2024,8,20.22,14.28,8.89,12.11,9.44,7.39,94.0,74.0,51.0,14.0,0.32,0.0,979.01,973.25,0.51
06/08/2024,2024,8,16.22,11.44,4.0,12.78,10.33,3.78,99.0,93.0,74.0,11.1,1.29,0.0,977.65,973.59,3.3
07/08/2024,2024,8,21.72,12.11,5.78,13.28,8.89,5.61,99.0,84.0,42.0,6.92,0.16,0.0,979.01,975.28,0.0
08/08/2024,2024,8,22.78,13.28,6.11,11.5,8.39,5.89,99.0,76.0,38.0,11.1,0.32,0.0,980.7,976.63,0.0
09/08/2024,2024,8,22.72,12.56,2.0,12.0,8.22,1.78,99.0,79.0,42.0,8.69,0.16,0.0,980.36,975.62,0.0
10/08/2024,2024,8,23.39,14.72,6.22,13.0,9.39,6.0,99.0,74.0,42.0,13.04,0.32,0.0,980.36,976.3,0.0
11/08/2024,2024,8,23.5,15.67,8.78,12.11,10.17,7.11,96.0,72.0,38.0,13.04,0.64,0.0,980.02,976.3,0.0
12/08/2024,2024,8,19.72,14.44,8.78,15.39,12.72,8.0,99.0,90.0,72.0,10.14,0.64,0.0,979.68,975.96,1.52
13/08/2024,2024,8,19.78,15.67,13.78,15.39,13.78,12.28,99.0,89.0,73.0,15.13,1.93,0.0,977.99,972.91,6.1
14/08/2024,2024,8,20.5,15.61,13.28,18.28,15.17,13.11,99.0,98.0,85.0,8.69,0.32,0.0,973.25,968.17,36.07
15/08/2024,2024,8,25.0,16.17,9.61,18.61,14.39,9.39,99.0,90.0,60.0,9.01,0.32,0.0,971.56,966.81,0.25
16/08/2024,2024,8,23.5,14.61,8.11,16.72,12.33,7.89,99.0,88.0,57.0,14.81,1.13,0.0,969.52,965.8,0.25
17/08/2024,2024,8,22.28,13.56,6.11,15.72,8.83,5.11,99.0,77.0,41.0,20.6,2.57,0.0,968.17,964.44,0.0
18/08/2024,2024,8,19.72,9.78,1.0,8.72,5.5,0.78,99.0,79.0,43.0,16.25,1.45,0.0,973.59,967.15,0.0
19/08/2024,2024,8,23.22,12.22,1.5,12.39,7.56,1.28,99.0,77.0,40.0,10.46,0.32,0.0,977.99,972.57,0.0
20/08/2024,2024,8,24.28,16.44,11.0,14.78,12.44,10.0,96.0,79.0,46.0,13.04,0.97,0.0,979.01,973.93,0.0
21/08/2024,2024,8,26.28,17.5,11.78,15.89,13.39,11.61,99.0,80.0,48.0,15.45,1.13,0.0,976.3,971.89,0.0
22/08/2024,2024,8,27.61,17.89,9.28,16.0,12.94,8.78,99.0,76.0,43.0,15.13,1.13,0.0,975.28,971.22,0.0
23/08/2024,2024,8,26.72,15.06,5.22,16.0,7.39,2.28,99.0,68.0,23.0,10.14,0.32,0.0,977.99,973.93,0.0
24/08/2024,2024,8,28.39,16.78,7.78,14.61,10.78,7.61,99.0,72.0,36.0,10.14,0.16,0.0,977.99,973.25,0.0
25/08/2024,2024,8,30.5,19.11,10.22,17.22,13.39,9.89,99.0,73.0,36.0,10.46,0.32,0.0,974.6,970.2,0.0
26/08/2024,2024,8,31.0,19.72,11.28,16.11,12.44,10.5,97.0,68.0,31.0,15.45,1.13,0.0,973.93,969.86,0.0
27/08/2024,2024,8,31.11,18.67,8.61,16.72,12.33,8.39,99.0,72.0,34.0,13.68,0.32,0.0,976.3,971.56,0.0
28/08/2024,2024,8,32.5,20.83,10.61,15.28,11.56,9.22,97.0,61.0,28.0,18.35,1.29,0.0,974.6,968.51,0.0
29/08/2024,2024,8,29.28,17.39,7.61,14.5,8.0,5.5,97.0,61.0,25.0,16.9,1.45,0.0,971.22,967.49,0.0
30/08/2024,2024,8,33.22,19.72,6.89,12.28,6.17,2.78,90.0,49.0,15.0,15.77,1.13,0.0,968.85,963.43,0.0
31/08/2024,2024,8,33.28,23.33,13.72,14.11,11.83,9.78,79.0,52.0,25.0,20.6,2.25,0.0,970.2,965.12,0.0
01/09/2024,2024,9,34.0,21.56,10.39,16.0,11.78,8.89,91.0,59.0,28.0,18.67,0.64,0.0,971.89,968.51,0.0
02/09/2024,2024,9,27.89,18.61,9.61,13.89,7.39,2.11,89.0,53.0,24.0,19.79,1.93,0.0,976.63,969.86,0.0
03/09/2024,2024,9,26.11,13.89,1.5,4.78,0.94,-6.5,94.0,49.0,12.0,12.23,0.48,0.0,981.38,976.3,0.0
04/09/2024,2024,9,24.28,14.83,5.0,9.28,6.44,2.61,91.0,60.0,32.0,9.33,0.64,0.0,982.73,977.65,0.0
05/09/2024,2024,9,25.22,15.0,5.22,10.61,8.0,4.89,99.0,68.0,36.0,11.59,0.32,0.0,982.39,977.99,0.0
06/09/2024,2024,9,27.22,15.94,6.11,12.61,9.17,5.89,99.0,69.0,35.0,16.9,0.48,0.0,982.05,977.65,0.0
07/09/2024,2024,9,29.89,16.78,6.22,14.0,9.06,5.78,98.0,66.0,28.0,10.78,0.48,0.0,980.7,975.62,0.0
08/09/2024,2024,9,31.61,18.28,6.61,13.5,9.67,5.61,95.0,63.0,28.0,10.14,0.32,0.0,976.3,970.88,0.0
09/09/2024,2024,9,29.28,18.78,9.89,14.78,10.11,6.5,92.0,61.0,36.0,18.67,1.29,0.0,974.26,970.2,0.0
10/09/2024,2024,9,29.0,18.39,9.72,16.61,12.0,6.78,95.0,69.0,37.0,8.69,0.32,0.0,977.99,973.25,2.03
11/09/2024,2024,9,27.39,19.94,15.28,17.0,15.17,13.22,94.0,76.0,48.0,10.78,0.64,0.0,979.34,974.6,0.0
12/09/2024,2024,9,20.39,15.5,10.78,17.72,14.61,10.61,99.0,95.0,78.0,14.32,0.64,0.0,975.62,970.88,3.81
13/09/2024,2024,9,23.5,15.28,10.5,14.0,11.22,7.89,99.0,79.0,45.0,12.23,0.48,0.0,976.63,971.89,0.0
14/09/2024,2024,9,23.72,13.89,4.28,11.28,8.28,4.11,99.0,73.0,39.0,9.33,0.32,0.0,976.97,972.23,0.0
15/09/2024,2024,9,23.39,13.83,5.11,12.0,6.61,-1.72,99.0,67.0,26.0,16.9,1.93,0.0,976.63,971.89,0.0
16/09/2024,2024,9,23.5,13.17,3.39,6.22,2.44,-1.11,92.0,53.0,21.0,15.45,0.97,0.0,979.01,974.6,0.0
17/09/2024,2024,9,24.78,11.22,-1.78,9.89,1.33,-2.89,94.0,57.0,23.0,12.23,0.97,0.0,978.33,972.91,0.0
18/09/2024,2024,9,27.5,14.94,4.11,12.78,5.61,-0.22,99.0,60.0,24.0,18.35,1.13,0.0,977.31,970.2,0.0
19/09/2024,2024,9,28.72,15.72,4.89,13.89,4.67,-0.11,89.0,54.0,19.0,18.02,1.93,0.0,970.88,964.11,0.0
20/09/2024,2024,9,28.78,15.17,2.0,6.22,-0.89,-3.61,86.0,42.0,13.0,19.47,1.45,0.0,967.83,962.75,0.0
21/09/2024,2024,9,26.28,13.89,1.89,3.22,-0.28,-2.5,79.0,43.0,19.0,23.01,2.25,0.0,969.52,963.77,0.0
22/09/2024,2024,9,26.72,13.78,1.28,5.39,1.11,-2.5,87.0,49.0,18.0,15.45,1.13,0.0,973.59,968.51,0.0
23/09/2024,2024,9,29.28,14.89,0.89,5.78,0.89,-0.89,89.0,47.0,16.0,8.69,0.32,0.0,975.96,971.89,0.0
24/09/2024,2024,9,29.61,18.28,5.0,15.22,7.67,-0.78,94.0,55.0,21.0,11.1,0.48,0.0,976.63,970.88,0.0
25/09/2024,2024,9,29.89,19.72,11.89,13.0,8.56,3.0,94.0,54.0,21.0,11.91,0.97,0.0,974.6,967.83,0.0
26/09/2024,2024,9,26.0,18.39,14.78,16.28,13.5,8.5,99.0,75.0,49.0,11.1,0.8,0.0,970.2,965.8,16.51
27/09/2024,2024,9,21.61,14.83,12.22,15.72,13.78,12.0,99.0,94.0,63.0,10.78,0.97,0.0,973.59,966.81,20.07
28/09/2024,2024,9,21.78,14.67,11.0,14.89,12.06,10.39,99.0,86.0,55.0,16.9,0.8,0.0,974.6,969.18,19.81
29/09/2024,2024,9,28.22,17.44,8.39,16.78,13.06,8.22,99.0,79.0,42.0,12.23,0.48,0.0,972.91,968.51,0.0
30/09/2024,2024,9,27.11,18.5,10.72,17.11,13.0,9.28,99.0,74.0,43.0,16.9,1.93,0.0,972.91,968.51,0.0
01/10/2024,2024,10,26.72,17.72,10.0,13.5,10.94,8.61,99.0,69.0,34.0,9.33,0.64,0.0,976.3,971.22,0.0
02/10/2024,2024,10,24.72,17.28,12.11,12.61,10.83,7.39,91.0,68.0,36.0,11.59,1.45,0.0,979.68,974.6,0.0
03/10/2024,2024,10,24.72,17.22,11.89,10.78,9.44,7.61,89.0,63.0,37.0,13.04,1.29,0.0,980.36,975.62,0.0
04/10/2024,2024,10,27.0,16.61,8.61,10.61,8.17,6.11,93.0,62.0,29.0,8.69,0.64,0.0,977.99,968.85,0.0
05/10/2024,2024,10,30.61,20.89,11.28,15.5,12.22,6.61,85.0,61.0,36.0,15.45,1.61,0.0,970.2,964.11,0.0
06/10/2024,2024,10,31.72,21.28,10.78,16.28,10.22,7.11,95.0,56.0,23.0,16.9,1.45,0.0,973.25,967.15,0.0
07/10/2024,2024,10,34.5,21.72,8.61,13.5,9.0,6.0,91.0,52.0,17.0,14.81,0.8,0.0,974.94,970.2,0.0
08/10/2024,2024,10,33.0,21.78,12.11,19.5,14.56,9.28,87.0,66.0,33.0,11.91,0.8,0.0,973.59,967.49,0.0
09/10/2024,2024,10,24.61,18.0,13.5,17.11,14.56,12.78,99.0,81.0,59.0,12.23,1.45,0.0,974.6,968.17,4.32
10/10/2024,2024,10,25.0,18.22,10.61,15.89,13.78,10.39,99.0,77.0,51.0,9.33,1.29,0.0,976.63,971.22,0.0
11/10/2024,2024,10,28.61,20.0,14.0,15.72,13.11,10.78,92.0,68.0,35.0,11.91,0.8,0.0,977.65,972.91,0.0
12/10/2024,2024,10,30.22,20.0,10.28,16.22,12.83,10.0,99.0,68.0,31.0,14.81,1.13,0.0,976.3,970.88,0.0
13/10/2024,2024,10,25.5,18.78,14.5,14.72,12.94,10.28,83.0,70.0,49.0,13.68,2.41,0.0,976.97,973.25,0.0
14/10/2024,2024,10,23.61,18.11,13.39,13.78,12.06,10.11,83.0,69.0,51.0,11.1,0.8,0.0,976.63,972.23,0.0
15/10/2024,2024,10,28.39,19.78,13.89,16.5,13.67,12.11,91.0,70.0,40.0,11.91,0.8,0.0,975.28,970.88,0.0
16/10/2024,2024,10,23.11,17.94,14.22,17.5,14.56,11.72,95.0,81.0,62.0,9.66,0.97,0.0,973.93,969.52,0.51
17/10/2024,2024,10,32.22,23.89,13.11,16.78,14.39,11.72,99.0,59.0,30.0,16.25,1.45,0.0,971.89,967.49,0.51
18/10/2024,2024,10,32.22,23.61,17.0,20.0,17.44,15.72,94.0,70.0,43.0,13.04,1.61,0.0,970.54,964.11,0.0
19/10/2024,2024,10,31.72,24.44,17.28,19.39,15.56,10.11,92.0,61.0,33.0,27.68,3.86,0.0,968.51,963.77,0.0
20/10/2024,2024,10,31.39,21.17,9.5,17.39,13.5,9.28,99.0,66.0,34.0,11.1,0.8,0.0,970.88,967.15,0.0
21/10/2024,2024,10,31.22,21.28,13.0,17.22,12.67,7.28,93.0,62.0,29.0,13.68,1.13,0.0,971.89,966.48,0.0
22/10/2024,2024,10,31.61,21.0,12.78,17.28,11.89,6.39,98.0,62.0,22.0,15.13,1.29,0.0,969.52,964.78,0.0
23/10/2024,2024,10,34.0,22.0,11.11,18.0,10.61,4.5,99.0,56.0,18.0,14.32,1.13,0.0,968.17,962.75,0.0
24/10/2024,2024,10,36.0,23.67,9.78,18.22,11.89,4.39,90.0,53.0,21.0,15.13,0.97,0.0,966.14,960.04,0.0
25/10/2024,2024,10,26.11,17.83,5.78,12.22,3.06,-2.78,80.0,43.0,16.0,19.79,3.54,0.0,970.88,965.46,0.0
26/10/2024,2024,10,30.0,17.83,3.89,14.39,4.94,-1.28,84.0,50.0,17.0,12.55,1.29,0.0,972.91,968.85,0.0
27/10/2024,2024,10,29.61,21.39,14.89,16.72,14.0,11.11,98.0,66.0,36.0,24.78,0.97,0.0,974.6,969.86,19.05
28/10/2024,2024,10,26.72,18.5,13.39,17.11,14.89,12.22,99.0,82.0,46.0,11.91,0.97,0.0,975.28,970.54,6.86
29/10/2024,2024,10,31.0,20.67,10.39,17.5,12.33,7.89,99.0,66.0,25.0,16.58,1.13,0.0,975.62,970.88,0.0
30/10/2024,2024,10,32.22,22.78,15.78,17.89,14.5,9.78,96.0,65.0,27.0,12.55,1.13,0.0,973.59,966.81,0.0
31/10/2024,2024,10,34.28,23.56,16.11,17.72,13.22,5.5,95.0,59.0,18.0,17.22,1.61,0.0,968.17,961.06,0.0
01/11/2024,2024,11,32.28,22.0,11.11,17.0,10.72,3.61,99.0,57.0,18.0,21.24,2.09,0.0,971.22,964.78,0.0
02/11/2024,2024,11,31.89,22.44,13.89,16.39,14.39,12.78,94.0,64.0,34.0,13.04,2.09,0.0,975.96,969.86,0.0
03/11/2024,2024,11,33.61,24.33,15.89,17.89,15.33,13.39,92.0,61.0,33.0,13.04,1.29,0.0,975.62,969.18,0.0
04/11/2024,2024,11,36.72,26.39,17.78,19.5,16.11,12.5,93.0,59.0,25.0,15.13,1.45,0.0,972.57,966.81,0.25
05/11/2024,2024,11,37.61,27.61,20.0,18.89,16.33,12.89,91.0,55.0,25.0,19.79,2.25,0.0,970.88,965.46,0.0
06/11/2024,2024,11,39.22,28.22,17.89,19.28,15.94,12.22,86.0,53.0,21.0,14.81,1.29,0.0,970.88,965.8,0.0
07/11/2024,2024,11,39.11,29.67,21.61,19.39,17.06,14.11,81.0,50.0,25.0,17.22,1.77,0.0,969.18,963.77,0.0
08/11/2024,2024,11,35.28,27.17,19.28,17.89,16.17,8.72,72.0,53.0,34.0,20.6,1.13,0.0,969.18,965.12,0.0
09/11/2024,2024,11,37.0,26.83,14.28,20.89,14.78,6.78,87.0,51.0,24.0,9.33,0.8,0.0,972.91,967.49,0.0
10/11/2024,2024,11,33.5,24.0,20.11,23.89,19.89,18.39,97.0,80.0,43.0,11.1,0.97,0.0,973.59,968.17,9.91
11/11/2024,2024,11,34.11,24.89,20.11,22.61,19.83,18.39,99.0,77.0,43.0,16.58,1.29,0.0,972.91,966.14,31.75
12/11/2024,2024,11,30.39,22.33,18.5,23.11,20.39,18.28,99.0,90.0,54.0,13.04,1.13,0.0,969.52,965.46,7.37
13/11/2024,2024,11,33.89,22.78,16.28,22.61,19.17,16.11,99.0,84.0,41.0,40.39,0.97,0.0,968.85,962.07,0.0
14/11/2024,2024,11,32.22,23.39,15.89,21.78,18.67,15.72,99.0,77.0,49.0,14.32,0.97,0.0,970.88,964.78,0.0
15/11/2024,2024,11,26.61,20.5,17.61,20.0,17.72,15.78,99.0,84.0,64.0,11.91,1.77,0.0,975.28,968.85,4.83
16/11/2024,2024,11,31.28,23.22,18.11,20.5,18.33,17.11,99.0,76.0,46.0,12.23,1.93,0.0,974.94,968.85,2.54
17/11/2024,2024,11,31.0,23.72,18.39,19.72,17.61,15.72,92.0,71.0,45.0,13.68,1.77,0.0,974.94,968.85,0.0
18/11/2024,2024,11,30.28,22.39,17.78,21.78,18.61,16.5,99.0,81.0,52.0,11.1,0.97,0.0,972.23,967.15,53.59
19/11/2024,2024,11,21.28,18.06,14.22,20.0,17.56,14.0,99.0,97.0,86.0,10.78,1.13,0.0,973.93,969.52,25.4
20/11/2024,2024,11,18.0,16.22,14.28,17.78,15.83,14.11,99.0,98.0,92.0,9.66,0.8,0.0,975.62,971.89,29.46
21/11/2024,2024,11,25.39,19.56,14.89,17.78,15.56,14.11,98.0,79.0,58.0,12.55,1.29,0.0,976.97,973.25,0.0
22/11/2024,2024,11,27.22,20.44,15.11,19.22,16.61,14.0,96.0,79.0,57.0,11.1,0.97,0.0,976.97,973.59,0.0
23/11/2024,2024,11,29.89,21.83,14.39,18.61,16.06,13.61,99.0,73.0,38.0,7.24,0.48,0.0,975.96,971.56,0.0
24/11/2024,2024,11,31.22,22.78,15.22,18.72,16.11,14.78,98.0,69.0,40.0,9.33,0.64,0.0,973.93,969.52,0.0
25/11/2024,2024,11,31.0,22.67,14.22,18.0,15.56,13.5,99.0,68.0,37.0,13.04,0.8,0.0,971.89,967.49,0.0
26/11/2024,2024,11,32.11,23.78,16.0,18.61,16.39,14.11,94.0,67.0,36.0,10.78,1.13,0.0,970.88,965.46,0.0
27/11/2024,2024,11,33.0,24.28,16.78,21.22,18.39,16.22,98.0,72.0,40.0,11.1,0.8,0.0,969.52,965.46,0.0
28/11/2024,2024,11,33.5,24.61,21.22,22.78,20.39,18.72,92.0,79.0,46.0,14.32,0.64,0.0,970.88,967.15,0.0
29/11/2024,2024,11,31.11,24.22,20.72,22.39,20.44,18.78,92.0,80.0,53.0,12.23,0.8,0.0,970.54,965.8,0.51
30/11/2024,2024,11,25.22,21.78,19.22,22.28,20.5,18.61,99.0,93.0,81.0,7.89,0.32,0.0,967.49,963.77,18.8
01/12/2024,2024,12,33.0,25.0,19.28,23.61,20.06,15.72,99.0,78.0,37.0,13.04,0.64,0.0,965.8,961.73,0.0
02/12/2024,2024,12,35.11,27.17,19.28,23.39,20.22,16.22,99.0,70.0,34.0,6.44,0.48,0.0,967.15,963.09,0.0
03/12/2024,2024,12,29.5,24.72,21.0,22.0,20.72,19.5,93.0,79.0,60.0,10.46,0.64,0.0,968.17,965.46,0.0
04/12/2024,2024,12,33.28,26.22,21.61,22.28,20.61,19.22,93.0,73.0,47.0,8.69,0.32,0.0,971.89,966.14,0.0
05/12/2024,2024,12,33.78,25.67,21.78,24.28,21.72,20.61,97.0,80.0,48.0,9.66,0.48,0.0,973.93,969.86,2.79
06/12/2024,2024,12,33.39,27.61,22.0,22.72,20.22,18.5,87.0,65.0,48.0,8.69,0.64,0.0,974.26,969.52,2.79
07/12/2024,2024,12,35.78,26.33,19.28,22.0,19.56,18.0,96.0,69.0,38.0,11.1,0.48,0.0,971.89,965.8,0.0
08/12/2024,2024,12,36.0,27.78,22.0,23.22,20.78,17.89,89.0,68.0,42.0,18.67,0.97,0.0,968.51,963.09,0.25
09/12/2024,2024,12,37.22,28.17,21.5,24.78,22.17,20.5,96.0,73.0,40.0,10.78,0.64,0.0,968.51,962.41,0.0
10/12/2024,2024,12,25.61,22.94,21.5,23.28,22.17,21.28,99.0,96.0,83.0,5.79,0.16,0.0,967.15,962.75,9.14
11/12/2024,2024,12,32.11,23.94,18.89,22.78,20.61,18.5,99.0,84.0,46.0,7.24,0.32,0.0,964.11,960.38,7.37
12/12/2024,2024,12,33.39,25.06,17.0,20.28,18.0,15.39,99.0,69.0,37.0,10.14,0.48,0.0,964.78,961.4,0.0
13/12/2024,2024,12,34.72,24.78,16.78,21.28,18.83,16.61,99.0,73.0,36.0,11.1,0.48,0.0,965.8,960.72,0.0
14/12/2024,2024,12,35.61,25.5,17.72,21.61,19.17,17.22,99.0,72.0,35.0,16.9,0.8,0.0,966.48,961.73,1.02
15/12/2024,2024,12,35.0,26.28,17.61,21.61,19.44,17.39,99.0,69.0,41.0,10.78,1.13,0.0,965.8,962.75,0.0
